"login","n_commits","inner_indegree","inner_outdegree","inner_betweenness","inner_incloseness","inner_outcloseness","outer_indegree","outer_outdegree","outer_betweenness","outer_incloseness","outer_outcloseness"
"evmar",2,0.00563380281690141,0.0028169014084507,0.00078593083864735,0.00201622827111739,0.00291692115548422,300,7,17002618.9764168,4.03342764468634e-11,6.95380186849263e-11
"exinfinitum",2,0,0,0,0.000938086303939962,0.000938086303939962,1,4,4,2.17320584823261e-11,2.17323624158644e-11
"fabiosantoscode",1,0.00187793427230047,0.000938967136150235,2.29263900571216e-06,0.0020119051892041,0.00292411308767123,42,0,0,4.03420971692465e-11,2.17319571730358e-11
"fanatid",3,0.000938967136150235,0.0300469483568075,5.20885728538685e-07,0.00201188998645516,0.0029287126589136,43,52,4326558.90723223,4.03340877749968e-11,6.95395049863939e-11
"farhadi",4,0.00375586854460094,0.00187793427230047,6.89030575510258e-06,0.00201503042412133,0.00292411308767123,364,20,38551269.3422003,4.03340986390281e-11,6.95393992191893e-11
"fastest963",3,0.000938967136150235,0,0,0.00201744282964826,0.000938086303939962,64,13,6391564.44737632,4.03341075768864e-11,6.95393897411636e-11
"fat-crocodile",1,0,0,0,0.000938086303939962,0.000938086303939962,0,0,0,0,0
"fb55",8,0.00938967136150235,0.0197183098591549,0.000198417039107526,0.00201536979670312,0.00292828586669013,138,21,5908304.71959516,4.03342597130516e-11,6.95394697241756e-11
"felixfbecker",1,0.000938967136150235,0.00375586854460094,0.000503018108651912,0.00201188998645516,0.00292645127252543,29,9,2565386.82989608,4.03339960865797e-11,6.95393470127085e-11
"felixge",124,0.0704225352112676,0.000938967136150235,0.000912541775487834,0.00201714478364465,0.0029185598482897,2329,9,89847182.3587159,4.0334331626568e-11,6.95379873023115e-11
"fene",2,0.0028169014084507,0.0103286384976526,0.000813866968832259,0.00201342281879195,0.00292269271933917,111,74,22571619.0997397,4.03341696409368e-11,6.95394484372641e-11
"fengmk2",3,0.0215962441314554,0.0366197183098592,0.0106867078805811,0.00201546896083177,0.00293142932640433,3398,238,391498690.354854,4.0334199174707e-11,6.95407534525144e-11
"fent",1,0.0122065727699531,0.00845070422535211,0.000906201966011407,0.00201587334636868,0.0029279638417085,127,19,6382633.60556488,4.03342326585125e-11,6.953943364959e-11
"feross",5,0.0610328638497653,0.0375586854460094,0.00849251094106684,0.00201679335537603,0.00292929265146368,4916,152,548579543.988093,4.03343169132668e-11,6.954075532885e-11
"fhemberger",3,0.00187793427230047,0,0,0.0020155261753451,0.000938086303939962,110,1,98970,4.03463276215981e-11,2.17320584823261e-11
"fhinkel",12,0.00657276995305164,0.00375586854460094,0.00304575658482771,0.0020146225656644,0.00292156222653217,61,8,490311.747097209,4.03427705181456e-11,2.17327676738068e-11
"fictorial",1,0.00563380281690141,0,0,0.00201928272802252,0.000938086303939962,102,8,4323573.82110673,4.03342411864637e-11,6.95393091587068e-11
"firedfox",11,0.000938967136150235,0,0,0.00201593439979102,0.000938086303939962,22,14,2389595.18568916,4.03340569236525e-11,6.95393848957657e-11
"fixe",1,0.00375586854460094,0.00845070422535211,0.0807289346138006,0.00201590387261759,0.00293326209041057,106,38,6648175.86230745,4.03341691008242e-11,6.95406981683621e-11
"floatdrop",1,0.00563380281690141,0.0122065727699531,0.000951081486679028,0.0020146225656644,0.00292784310059959,257,32,9333538.28601689,4.03342187196638e-11,6.95394921233206e-11
"flowlo",2,0.00187793427230047,0.000938967136150235,8.82487909915634e-07,0.00201214846443787,0.00292140995748183,31,53,7759128.30478321,4.03339177515539e-11,6.95393154257947e-11
"flyover",1,0,0,0,0.000938086303939962,0.000938086303939962,25,0,0,4.03405490642068e-11,2.17319571730358e-11
"fmarier",2,0.000938967136150235,0,0,0.00201376926553202,0.000938086303939962,92,0,0,4.03428919573436e-11,2.17319571730358e-11
"focusaurus",3,0.000938967136150235,0.00375586854460094,1.09957117171962e-06,0.00201188998645516,0.00292392041445542,120,19,8197504.63930244,4.03341157468797e-11,6.95394142776497e-11
"foliveira",1,0.00187793427230047,0.00187793427230047,4.41243954957817e-07,0.00201221309431139,0.00291696909108339,28,1,112.994920024285,4.03358349680029e-11,2.17320584823261e-11
"fourplusone",1,0.000938967136150235,0,0,0.00201593439979102,0.000938086303939962,12,0,0,4.03347039511703e-11,2.17319571730358e-11
"fredericgermain",1,0,0,0,0.000938086303939962,0.000938086303939962,2,0,0,4.03349644062876e-11,2.17319571730358e-11
"fredericosilva",1,0.000938967136150235,0.000938967136150235,0,0.00201188998645516,0.00292383211438361,11,7,610564.804207647,4.03339881508984e-11,6.95393699630469e-11
"fsbatista",1,0.0028169014084507,0.00187793427230047,5.34718555422489e-05,0.00201193559539125,0.00292446638785838,31,2,246819.609810067,4.03339954423545e-11,6.95380730750782e-11
"fukayatsu",1,0.00187793427230047,0.000938967136150235,4.41243954957817e-07,0.00201202301829902,0.00292165840463734,180,186,26585065.7480445,4.03340314864585e-11,6.953948650419e-11
"fundon",2,0.00469483568075117,0.0938967136150235,0.0186854595546685,0.00201479788644864,0.00293516186108554,306,710,556233762.791849,4.03341948310243e-11,6.95408254690558e-11
"fwg",4,0.0028169014084507,0,0,0.00201845990561568,0.000938086303939962,8,3,815068.875390485,4.03339708642039e-11,6.95393546144624e-11
"g2p",1,0,0,0,0.000938086303939962,0.000938086303939962,46,54,7884087.66115608,4.03340659460878e-11,6.95393814333861e-11
"gabrielf",1,0,0.000938967136150235,0,0.000938086303939962,0.00292877709118809,15,9,1943473.10486206,4.0333978009239e-11,6.9539365359438e-11
"gagern",2,0,0,0,0.000938086303939962,0.000938086303939962,9,0,0,4.03354490147184e-11,2.17319571730358e-11
"galambalazs",1,0.000938967136150235,0.000938967136150235,0,0.00201189758780091,0.00291656967589106,39,11,3122533.7422835,4.03340634309981e-11,6.95393991031318e-11
"gareth-ellis",1,0,0.000938967136150235,0,0.000938086303939962,0.00292981645318896,10,4,575836.053367295,4.0334049515042e-11,6.95394413287346e-11
"garrows",1,0.000938967136150235,0.00375586854460094,4.60391180064492e-06,0.00201428725438462,0.0029252375210466,32,16,3176634.00778238,4.03341898561259e-11,6.95394844731792e-11
"gbrail",1,0,0,0,0.000938086303939962,0.000938086303939962,37,0,0,4.03424317291897e-11,2.17319571730358e-11
"gcr",2,0,0.000938967136150235,0,0.000938086303939962,0.00293265629818919,100,7,8659713.72345689,4.03340261667117e-11,6.95365467112166e-11
"geek",16,0.00845070422535211,0.0103286384976526,0.000222061137767642,0.00201461875468186,0.0029257437982473,209,15,7176697.77199445,4.03341731679376e-11,6.9539391540054e-11
"geirha",1,0,0,0,0.000938086303939962,0.000938086303939962,13,2,1520297.04769753,4.03339175921251e-11,6.95393065861063e-11
"geon",1,0.000938967136150235,0,0,0.00201593439979102,0.000938086303939962,50,0,0,4.03420809692693e-11,2.17319571730358e-11
"getify",1,0.028169014084507,0,0,0.00202809241245877,0.000938086303939962,5820,1,101684,4.13169889521485e-11,2.17320584823261e-11
"gfx",1,0.00563380281690141,0.00845070422535211,0.00248322911396857,0.00201532021829797,0.00292466716463817,612,521,115075244.282709,4.03341846274408e-11,6.95395155960151e-11
"ggoussard",1,0,0,0,0.000938086303939962,0.000938086303939962,0,0,0,0,0
"ghaiklor",3,0.000938967136150235,0.00187793427230047,1.26816781128617e-07,0.00201189758780091,0.00291913582615655,118,16,8274650.32164099,4.03340829367793e-11,6.95393831645759e-11
"ghostbar",1,0.00469483568075117,0.0375586854460094,0.000222965583990433,0.00201408535939604,0.00292909929509094,150,167,26903733.9593493,4.03341443890608e-11,6.95407600100176e-11
"ghughes",2,0,0.000938967136150235,0,0.000938086303939962,0.00292541429634859,27,3,198103.994285331,4.03398726861887e-11,2.17322611037404e-11
"gibfahn",11,0.00187793427230047,0,0,0.00201604506854553,0.000938086303939962,5,1,98937,4.03347042212338e-11,2.17320584823261e-11
"gigabo",1,0.000938967136150235,0.00469483568075117,3.07499956619069e-05,0.000938967136150235,0.00293890391301948,26,32,2695414.79576751,4.03340008727178e-11,6.95394297229751e-11
"gigadude",1,0,0,0,0.000938086303939962,0.000938086303939962,0,0,0,0,0
"gimelfarb",1,0,0,0,0.000938086303939962,0.000938086303939962,3,0,0,4.03353133992596e-11,2.17319571730358e-11
"gireeshpunathil",5,0.00187793427230047,0.00657276995305164,2.95303181708125e-05,0.00201222069809888,0.00291478163769675,6,17,997989.211411243,4.03339175042765e-11,6.95406822195389e-11
"gitter-badger",1,0,0,0,0.000938086303939962,0.000938086303939962,100,0,0,4.03535888553934e-11,2.17319571730358e-11
"gjtorikian",1,0.00563380281690141,0,0,0.00201789006383354,0.000938086303939962,375,11,19644370.8671402,4.03341969752091e-11,6.95380903379732e-11
"glenjamin",1,0.0028169014084507,0,0,0.00201901858634575,0.000938086303939962,133,0,0,4.03509963618632e-11,2.17319571730358e-11
"gluxon",1,0,0,0,0.000938086303939962,0.000938086303939962,28,6,3926644.41646455,4.03340523685118e-11,6.95393431151178e-11
"goloroden",1,0,0,0,0.000938086303939962,0.000938086303939962,122,3,297032,4.03606870462481e-11,2.17322611037404e-11
"gorillamania",1,0,0.000938967136150235,0,0.000938086303939962,0.00293238175480332,33,23,4157760.09850897,4.03340164089658e-11,6.9539385156895e-11
"goto-bus-stop",1,0.00187793427230047,0.00187793427230047,2.308440783494e-06,0.00201219028329372,0.00291693713384222,34,25,5989501.24361275,4.03339872008294e-11,6.95393986485734e-11
"graphicbeacon",1,0,0,0,0.000938086303939962,0.000938086303939962,4,0,0,2.17323624158644e-11,2.17319571730358e-11
"grayrest",2,0.0028169014084507,0.0028169014084507,4.07672786474684e-06,0.00201564442896699,0.0029229895184066,26,11,1286795.40095063,4.0334201514114e-11,6.95379977954168e-11
"greenjava",1,0,0,0,0.000938086303939962,0.000938086303939962,13,23,3256704.72481156,4.03339756666043e-11,6.95393674484705e-11
"greysonp",1,0.000938967136150235,0,0,0.00201593439979102,0.000938086303939962,22,14,1188912.13937602,4.03388767852692e-11,2.17333755890603e-11
"gromnitsky",4,0.000938967136150235,0,0,0.00201593439979102,0.000938086303939962,2,0,0,4.03346688559655e-11,2.17319571730358e-11
"groner",1,0,0,0,0.000938086303939962,0.000938086303939962,15,4,905863.844289805,4.03341678676756e-11,6.95380263540873e-11
"groundwater",1,0.0253521126760563,0.0272300469483568,0.00350244262619654,0.00201578558855261,0.00292876098285369,347,77,18570759.2514237,4.03342731345892e-11,6.95394939899166e-11
"gsf",1,0.00375586854460094,0.00938967136150235,1.63072785082192e-05,0.00201537361052763,0.00292478764393937,107,67,13395167.9162208,4.03340782710077e-11,6.95394204577133e-11
"guisouza",2,0.0028169014084507,0.00845070422535211,0.00063094108021074,0.00201346088403222,0.00292802824103858,353,176,44406459.2373838,4.03340307478759e-11,6.95407197655371e-11
"guitt",1,0.000938967136150235,0,0,0.00201794359231855,0.000938086303939962,3,0,0,4.03342664547295e-11,2.17319571730358e-11
"gwicke",2,0.000938967136150235,0,0,0.00201593439979102,0.000938086303939962,27,8,2664775.39067308,4.03340522936773e-11,6.95393811819283e-11
"gyson",1,0.000938967136150235,0.00375586854460094,0,0.00201189378712086,0.00292449851029066,10,2,148881.014449741,4.03339896605973e-11,6.95393828647609e-11
"h7lin",1,0.000938967136150235,0.00751173708920188,0,0.00201188998645516,0.00292743265530511,15,27,1581249.85975936,4.03339755885165e-11,6.95394157090258e-11
"hackedy",2,0.00375586854460094,0.000938967136150235,4.45905973507194e-05,0.00201474833617731,0.00291691316637087,40,23,4741476.90234057,4.03341730508048e-11,6.95393995576902e-11
"hackygolucky",1,0.0112676056338028,0.0028169014084507,0.000233795350944333,0.00201501517410488,0.00292478764393937,150,5,6637688.06328242,4.0334274927382e-11,6.95394429438697e-11
"hashseed",9,0.00657276995305164,0.000938967136150235,0.00198562959319007,0.00201442441368901,0.00291576319074841,26,1,80860.703780724,4.03361919711575e-11,2.17329703004164e-11
"havard",1,0.00187793427230047,0,0,0.00201898796569427,0.000938086303939962,35,15,2989496.93940839,4.03340522416186e-11,6.95379789271716e-11
"hefangshi",3,0,0.00469483568075117,0,0.000938086303939962,0.00293521039808619,272,8,13422840.0468221,4.03339937537038e-11,6.95393693537457e-11
"hellopao",1,0,0.00375586854460094,0,0.000938086303939962,0.00293507288075336,28,9,758638.219780037,4.03339882973132e-11,6.95394422862099e-11
"hemanth",1,0.00845070422535211,0.0197183098591549,0.000830566742296173,0.00201580466568873,0.00292859185603977,1090,95,109080740.193006,4.03342456310212e-11,6.95407281606808e-11
"hgwood",1,0.000938967136150235,0,0,0.00201593439979102,0.000938086303939962,15,18,3205625.67026125,4.03339176506908e-11,6.95380338491706e-11
"hidekiy",1,0.000938967136150235,0.000938967136150235,0,0.00201314879154364,0.00291885580852306,35,32,3988582.12018378,4.03341158965491e-11,6.95394575671328e-11
"hillbrad",1,0.00187793427230047,0,0,0.0020196656647355,0.000938086303939962,17,6,825843.743385067,4.03341114324981e-11,6.95393586087689e-11
"hmalphettes",1,0.0028169014084507,0,0,0.00201890376369158,0.000938086303939962,54,3,2717008.1732581,4.03340809748124e-11,6.9536561207543e-11
"hnry",2,0.000938967136150235,0,0,0.00201767215574535,0.000938086303939962,17,3,203078.50736306,4.033684590246e-11,2.17322611037404e-11
"hoho",1,0.000938967136150235,0,0,0.00201474452471893,0.000938086303939962,18,0,0,4.03361247042351e-11,2.17319571730358e-11
"hokein",1,0.000938967136150235,0.00375586854460094,5.37334877819817e-05,0.00200973731884058,0.00292649952186768,152,27,10557492.9928154,4.03341330011616e-11,6.95394633119878e-11
"hubertmine",1,0,0,0,0.000938086303939962,0.000938086303939962,1,1,1.55292283548491,4.03337534429062e-11,6.95380326016018e-11
"huckphin",1,0.000938967136150235,0.000938967136150235,0,0.00201346849725299,0.00291055972933161,14,13,1183377.46229029,4.0335550988851e-11,2.17333755885879e-11
"hueniverse",1,0.0356807511737089,0,0,0.00203269489535916,0.000938086303939962,1322,0,0,4.04669946017918e-11,2.17319571730358e-11
"hugnosis",1,0,0.000938967136150235,0,0.000938086303939962,0.00293088075030547,4,3,294965.610412119,2.17323624158644e-11,6.95414148042218e-11
"hustxiaoc",1,0.0028169014084507,0.00187793427230047,1.80419750471641e-06,0.00201235377368295,0.00291457423954243,60,11,2078638.87039471,4.03340186865319e-11,6.95393966562535e-11
"iWuzHere",1,0.000938967136150235,0.00187793427230047,0,0.00200965767887369,0.00291640195412623,12,6,1093889.37753046,4.03339177678222e-11,6.95392657340086e-11
"iamchenxin",1,0.000938967136150235,0,0,0.00201593439979102,0.000938086303939962,4,5,149669.243564426,4.03339174945156e-11,6.95393070793492e-11
"iamdoron",1,0.000938967136150235,0,0,0.00201593439979102,0.000938086303939962,7,4,886910.591246344,4.0333962450245e-11,6.95379612968319e-11
"iamphill",1,0.000938967136150235,0,0,0.00201593439979102,0.000938086303939962,31,14,2666665.75625655,4.03339917136578e-11,6.95394802370713e-11
"iamthechad",1,0,0,0,0.000938086303939962,0.000938086303939962,11,7,1528198.54629228,4.03339708902332e-11,6.95379898651434e-11
"iankronquist",1,0.000938967136150235,0,0,0.00201593439979102,0.000938086303939962,40,32,7407976.01797389,4.03340185466243e-11,6.95406833995001e-11
"iarna",15,0.0187793427230047,0.00187793427230047,0.000100280286321215,0.00201577032710369,0.00292112149122566,305,17,10794511.5654199,4.03342340478428e-11,6.95393935807308e-11
"ichernev",1,0.000938967136150235,0,0,0.00201747340344922,0.000938086303939962,145,1,98993,4.03546812515066e-11,2.17320584823261e-11
"igorklopov",2,0,0.000938967136150235,0,0.000938086303939962,0.00291847187168589,29,0,0,4.03381956957179e-11,2.17319571730358e-11
"iizukanao",2,0.000938967136150235,0.00469483568075117,1.78436365026792e-06,0.00201189378712086,0.00292338266941895,51,17,3859443.83973005,4.03340912922222e-11,6.95394088713038e-11
"ilfroloff",1,0,0,0,0.000938086303939962,0.000938086303939962,6,2,98939.5833333333,4.03346154453849e-11,2.17321597925609e-11
"imyller",7,0.00187793427230047,0,0,0.00201378068888317,0.000938086303939962,7,8,694336.197563729,4.03357659776787e-11,2.17327676738068e-11
"indutny",741,0.109859154929577,0.00375586854460094,0.0099563112913451,0.00201763775350718,0.00292435396490226,1754,2,49946676.417912,4.03343290821618e-11,6.95394209896437e-11
"inimino",5,0.00657276995305164,0,0,0.00202016753163981,0.000938086303939962,60,1,2282845.7022005,4.03342502187426e-11,6.95393583863256e-11
"inthecloud247",1,0.000938967136150235,0.00187793427230047,1.68903709569904e-07,0.00201189378712086,0.00292027244908032,26,105,6582139.27704641,4.03340479109822e-11,6.95394402745446e-11
"isaacs",1630,0.169953051643192,0.00563380281690141,0.00597133279988986,0.00201802006650939,0.00292148208294815,5938,6,179502826.575525,4.03343793065876e-11,6.95393942480612e-11
"italoacasas",9,0.00187793427230047,0.015962441314554,0.000722126316354698,0.00201292810161034,0.0029286401759934,18,22,923229.844393941,4.03339895044215e-11,6.95394266861354e-11
"ithinkihaveacat",1,0.00469483568075117,0,0,0.00202006024142091,0.000938086303939962,77,26,5999985.36969112,4.03342232162755e-11,6.95393735898401e-11
"ivan",1,0.00187793427230047,0.00845070422535211,3.20452610376075e-05,0.00201220168873791,0.00292480370859618,38,121,8906444.51759182,4.03341256933874e-11,6.95393991128032e-11
"jacobsa",2,0,0,0,0.000938086303939962,0.000938086303939962,33,0,0,4.03371323144386e-11,2.17319571730358e-11
"jagoda",1,0,0,0,0.000938086303939962,0.000938086303939962,13,0,0,4.03362046683349e-11,2.17319571730358e-11
"jakl",1,0.00187793427230047,0.00375586854460094,1.68641064358619e-07,0.00201521344232516,0.00292270074014309,56,32,5118128.05216889,4.03341188476387e-11,6.95394059505233e-11
"jamesanthonyferguson",1,0.00187793427230047,0.00375586854460094,0.00014983108536783,0.00093984962406015,0.00295010581600204,55,44,3236954.03942976,4.0334053783859e-11,6.95393982713866e-11
"jamesreggio",1,0.000938967136150235,0,0,0.00201593439979102,0.000938086303939962,47,0,0,4.0339277543846e-11,2.17319571730358e-11
"janl",2,0.0234741784037559,0.00657276995305164,0.00227415764191691,0.00201640387149543,0.00292017636220058,1235,112,110478222.708258,4.03343270193058e-11,6.95394866105763e-11
"janriemer",1,0.000938967136150235,0.00657276995305164,0,0.00201188998645516,0.0029280201909674,6,14,2812.60074577131,4.03339971017224e-11,6.953940533155e-11
"japj",11,0.00657276995305164,0.0253521126760563,0.000193912586903227,0.00201519056323157,0.00292843885337183,50,82,4595940.46437801,4.03341912389458e-11,6.95395205091316e-11
"jas-",5,0.000938967136150235,0.00563380281690141,1.05058084513766e-06,0.00201189378712086,0.00292428972709375,37,28,3959338.44984248,4.03340583943124e-11,6.95393594018273e-11
"jashkenas",1,0.063849765258216,0,0,0.00203748201659065,0.000938086303939962,9856,0,0,4.16162329319579e-11,2.17319571730358e-11
"jasnell",165,0.031924882629108,0.0103286384976526,0.00323912417743547,0.00201512574195416,0.00292384014144248,251,27,9648634.4821564,4.03342447850585e-11,6.95394371796751e-11
"jasongin",2,0,0,0,0.000938086303939962,0.000938086303939962,5,0,0,4.03346154453849e-11,2.17319571730358e-11
"jasonkarns",1,0,0,0,0.000938086303939962,0.000938086303939962,49,6,4384071.9486456,4.03340207753857e-11,6.95379723411797e-11
"javihernandez",1,0,0,0,0.000938086303939962,0.000938086303939962,28,13,1286505.77777778,4.03429927923897e-11,2.17333755885879e-11
"jbergstroem",71,0.00938967136150235,0.0028169014084507,0.000328508910984756,0.0020147330904303,0.00291979207790499,86,17,5093715.91279916,4.03341259992336e-11,6.95393834353765e-11
"jcowgill",1,0,0,0,0.000938086303939962,0.000938086303939962,7,5,494706,4.03363604209199e-11,2.17324637289331e-11
"jcrosby",1,0.00563380281690141,0.000938967136150235,2.32851862805454e-05,0.00201879660766347,0.000938967136150235,136,16,6517199.12048644,4.03342697604952e-11,6.95394061923098e-11
"jdknezek",2,0,0,0,0.000938086303939962,0.000938086303939962,5,0,0,4.03346845066102e-11,2.17319571730358e-11
"jeanregisser",1,0,0,0,0.000938086303939962,0.000938086303939962,32,46,3606626.50653571,4.03340147463426e-11,6.95394229626221e-11
"jed",2,0.0328638497652582,0.00751173708920188,0.00152569644507479,0.00201660241310621,0.00292519734782107,862,26,35235248.0612862,4.03343152473652e-11,6.95394066662112e-11
"jeffbski",2,0.0028169014084507,0.00187793427230047,3.69679066728295e-06,0.00201408155044565,0.00291595479037981,71,16,12405974.1041348,4.03341751591967e-11,6.95406936806391e-11
"jeisinger",1,0,0,0,0.000938086303939962,0.000938086303939962,30,0,0,4.03352126221214e-11,2.17319571730358e-11
"jennabelle",3,0.00187793427230047,0.0028169014084507,0.00114282184334075,0.00201191279066472,0.00292349501770567,30,68,11307738.1987074,4.03341693936564e-11,6.95406901697701e-11
"jeremys",1,0,0.0028169014084507,0,0.000938086303939962,0.00292799604101944,38,32,3251791.41767043,4.03341100496837e-11,6.95394162409561e-11
"jeromeetienne",1,0.00751173708920188,0.0028169014084507,0.000556227485192893,0.00201484362732393,0.00292510897060883,825,9,62831055.6403731,4.03342829705484e-11,6.95394085714886e-11
"jessecogollo",1,0.000938967136150235,0.0403755868544601,0.000757310363021645,0.00201188238516685,0.0029342318787074,30,205,10736579.3916075,4.03339940270114e-11,6.95408221612823e-11
"jessicaquynh",3,0,0,0,0.000938086303939962,0.000938086303939962,2,0,0,4.03349644062876e-11,2.17319571730358e-11
"jfd",1,0.000938967136150235,0,0,0.00201668260445564,0.000938086303939962,44,12,3436497.32506903,4.03341249710697e-11,6.95393140621227e-11
"jfhbrook",2,0.0291079812206573,0.0178403755868545,0.00148255759353433,0.00201643823166887,0.00292619396956758,350,59,15283691.5573458,4.0334269718197e-11,6.95395107022423e-11
"jfromaniello",1,0.0028169014084507,0.0028169014084507,6.11716002746396e-07,0.00201512955485504,0.00292477157945904,125,22,8654530.06020181,4.03341821513806e-11,6.9539432943573e-11
"jgable",1,0,0,0,0.000938086303939962,0.000938086303939962,92,1,98965,4.03446059677633e-11,2.17320584823261e-11
"jgillich",1,0.000938967136150235,0.000938967136150235,0,0.00201189758780091,0.00291571529477471,30,16,1774315.35795454,4.03340043866744e-11,6.95393620421319e-11
"jhamhader",5,0,0.000938967136150235,0,0.000938086303939962,0.00292707863809765,5,6,492965.939627172,4.03339624079475e-11,6.95393360162812e-11
"jhckragh",2,0,0.000938967136150235,0,0.000938086303939962,0.00292004825619653,8,19,1910317.45509437,4.03339178394025e-11,6.95380331528531e-11
"jherdman",1,0.000938967136150235,0.00187793427230047,0,0.00201188998645516,0.00292384816854543,48,32,6460967.57627062,4.03341608689892e-11,6.95394008439939e-11
"jhnns",1,0.00751173708920188,0.00187793427230047,1.31610016757634e-05,0.00201490080633871,0.00292281303602058,161,24,31347560.4041745,4.03341927811968e-11,6.95406848792876e-11
"jhorstmann",2,0.000938967136150235,0,0,0.00201593439979102,0.000938086303939962,7,1,98941,4.03360712019409e-11,2.17320584823261e-11
"jimmyhsu",2,0.000938967136150235,0,0,0.00201593439979102,0.000938086303939962,26,7,2879733.44762391,4.03339942222312e-11,6.95393771005762e-11
"jimschubert",1,0.000938967136150235,0.00657276995305164,2.50565623802411e-06,0.00201188998645516,0.00292784310059959,52,72,7651082.84618841,4.03339943458703e-11,6.95394378470063e-11
"jkrems",2,0.00187793427230047,0.000938967136150235,1.36575509867896e-07,0.00201244503568547,0.00291692115548422,36,27,3798304.21236077,4.03342277551863e-11,6.95394086585317e-11
"jmar777",4,0.0028169014084507,0,0,0.00201904155244389,0.000938086303939962,110,19,6325356.93553137,4.03342049044651e-11,6.9539394180361e-11
"jmm",3,0.0028169014084507,0.00657276995305164,0.000103827077184784,0.00201383019156914,0.00292472338707684,49,19,2205373.79547983,4.03341768771458e-11,6.95394584859227e-11
"joaocgreis",30,0.00187793427230047,0.000938967136150235,0,0.00201306127078037,0.00291273288188253,43,8,2499794.61261941,4.03340853510074e-11,6.95394005345073e-11
"joaosa",1,0.000938967136150235,0.00187793427230047,9.13686977437904e-08,0.00201189758780091,0.00292052070278971,11,16,853481.450966329,4.03340222720723e-11,6.9539484105663e-11
"joeandaverde",1,0,0,0,0.000938086303939962,0.000938086303939962,32,3,3148286.0056678,4.03339865631118e-11,6.95379681149271e-11
"joelrbrandt",1,0,0,0,0.000938086303939962,0.000938086303939962,83,11,844585.316708368,4.03460327121175e-11,2.17331729463913e-11
"joepie91",1,0.00375586854460094,0,0,0.0020224194213032,0.000938086303939962,226,2,198080,4.03708453484078e-11,2.17321597925609e-11
"joerg-krause",1,0,0,0,0.000938086303939962,0.000938086303939962,5,1,98937,4.03346154551462e-11,2.17320584823261e-11
"joeshaw",4,0,0.000938967136150235,0,0.000938086303939962,0.00292541429634859,112,12,10370492.6313237,4.0334046401279e-11,6.95393432601894e-11
"joewalnes",1,0.00657276995305164,0.000938967136150235,1.93793795431321e-06,0.00201528970972259,0.00292146605475897,738,19,55629474.7421465,4.0334191779059e-11,6.95393994609757e-11
"joeycozza",1,0,0,0,0.000938086303939962,0.000938086303939962,12,2,197882,4.03364040739666e-11,2.17321597925609e-11
"joeyespo",1,0.00187793427230047,0.00938967136150235,0.000103572176290495,0.00201243743020243,0.0029267890513356,94,167,14344715.6917422,4.03340670425759e-11,6.95394525573105e-11
"johannhof",1,0,0,0,0.000938086303939962,0.000938086303939962,72,35,7069429.97731869,4.0334058895378e-11,6.95394096740349e-11
"john-yan",5,0.00187793427230047,0,0,0.00201522869534283,0.000938086303939962,6,0,0,4.03349645559633e-11,2.17319571730358e-11
"joliss",1,0.00938967136150235,0,0,0.00201880808812239,0.000938086303939962,344,0,0,4.03726637566561e-11,2.17319571730358e-11
"jomo",1,0.00187793427230047,0.000938967136150235,7.36695045058327e-06,0.0020185670259021,0.000938967136150235,42,48,8121521.62418401,4.03340014941674e-11,6.95393328053637e-11
"jonathanong",3,0.0422535211267606,0.031924882629108,0.030393832083071,0.00201685828398501,0.00293151001668071,1077,83,23341637.8377074,4.03342940071316e-11,6.9539489260562e-11
"jonathanp",3,0.000938967136150235,0.0028169014084507,0,0.00201189378712086,0.00292124167857564,17,33,451295.830146236,4.03339924489853e-11,6.95394244907132e-11
"jondavidjohn",2,0.000938967136150235,0.000938967136150235,0,0.00201593439979102,0.000938967136150235,81,2,134424.055653773,4.03467029545935e-11,2.17321597925609e-11
"jongyeol",1,0.000938967136150235,0,0,0.00201593439979102,0.000938086303939962,34,14,3238875.25911,4.03339881443911e-11,6.95393824102026e-11
"jorangreef",1,0.0028169014084507,0,0,0.00201738550626905,0.000938086303939962,2,0,0,4.03342664579832e-11,2.17319571730358e-11
"joransiu",1,0.00469483568075117,0.0112676056338028,0.00400752175915374,0.00201334288647204,0.00292527769537559,19,27,3719498.64846118,4.03339721005941e-11,6.95393081722209e-11
"jordansissel",1,0.00657276995305164,0,0,0.00202201240547329,0.000938086303939962,1128,0,0,4.0566991727252e-11,2.17319571730358e-11
"josh",1,0.0169014084507042,0.00469483568075117,0.000926316138918289,0.00201504567436862,0.00292140194376096,1746,59,136364665.608889,4.03343394875489e-11,6.95394566193285e-11
"joshaven",3,0.000938967136150235,0.000938967136150235,0,0.00201389492952313,0.0029201443346458,28,12,2418881.59583413,4.03340784434525e-11,6.95380315377834e-11
"josher19",2,0.000938967136150235,0.00469483568075117,3.99220721152311e-08,0.00201188998645516,0.00292746484293395,10,27,1320471.87701058,4.03340911458067e-11,6.95394328855442e-11
"joshgav",16,0.0028169014084507,0.000938967136150235,9.08566813115181e-05,0.00201837574765186,0.000938967136150235,55,2,197929,4.03446654598193e-11,2.17321597925609e-11
"jplock",1,0.000938967136150235,0.00375586854460094,1.01751938429901e-06,0.00201189378712086,0.00292171451145641,58,50,8894582.84829359,4.03339889382845e-11,6.95393751759577e-11
