"login","n_commits","inner_indegree","inner_outdegree","inner_betweenness","inner_incloseness","inner_outcloseness","outer_indegree","outer_outdegree","outer_betweenness","outer_incloseness","outer_outcloseness"
"baseprime",2,0.000938967136150235,0.00375586854460094,1.22290462629712e-06,0.00200974490392853,0.0029184398815086,15,19,1568730.54317264,4.03340500876882e-11,6.9539406385739e-11
"baslr",1,0.000938967136150235,0.000938967136150235,0,0.00201189758780091,0.00291617835511112,10,20,1804099.02461852,4.03340176713881e-11,6.95394178851045e-11
"bcantrill",8,0.0178403755868545,0.00469483568075117,0.00348994868111146,0.00201615574945147,0.00292194697695091,319,8,20991335.537299,4.0334278255925e-11,6.95393596436135e-11
"bcbcb",1,0.000938967136150235,0.00187793427230047,0,0.00201189378712086,0.00292432184564523,81,58,6545219.63366258,4.03339843896664e-11,6.9539423107694e-11
"bcmarinacci",1,0,0,0,0.000938086303939962,0.000938086303939962,17,4,395780,4.03374655586885e-11,2.17323624158644e-11
"beanieboi",1,0.000938967136150235,0.00375586854460094,0.000641568710508666,0.000938967136150235,0.00293440165759252,92,156,20073390.8163723,4.03341435951614e-11,6.95394670935343e-11
"bearice",1,0,0,0,0.000938086303939962,0.000938086303939962,47,17,4212089.6327583,4.03340393212931e-11,6.95394160958842e-11
"ben-page",1,0,0,0,0.000938086303939962,0.000938086303939962,2,0,0,2.17321597925609e-11,2.17319571730358e-11
"bengl",24,0.00657276995305164,0.0413145539906103,0.00225787163385197,0.00201464924294589,0.00292734414297534,67,63,6600911.72883736,4.03341753479108e-11,6.95394831481865e-11
"bengourley",1,0.0028169014084507,0.0112676056338028,0.00044071408941995,0.00201265040545929,0.00292769017615623,64,14,2575487.40683492,4.03340808902169e-11,6.95395055763545e-11
"benjamincburns",1,0,0,0,0.000938086303939962,0.000938086303939962,13,0,0,4.03371618069892e-11,2.17319571730358e-11
"benjamingr",19,0.00751173708920188,0.0028169014084507,0.000680131325468109,0.00201426058668886,0.00291720080202478,194,10,10338684.431404,4.03341621672112e-11,6.95393845959507e-11
"bennoleslie",1,0,0,0,0.000938086303939962,0.000938086303939962,10,0,0,4.03367094510664e-11,2.17319571730358e-11
"bentaber",2,0,0.000938967136150235,0,0.000938086303939962,0.00292253231250515,10,6,1034838.28261672,4.0333976366141e-11,6.95393571580522e-11
"benw",2,0,0,0,0.000938086303939962,0.000938086303939962,9,5,494700,4.03357036223689e-11,2.17324637289331e-11
"billautomata",1,0.000938967136150235,0.00375586854460094,0,0.00201189378712086,0.00292522948631322,52,44,6059731.46759132,4.03340825723675e-11,6.95394371603322e-11
"billywhizz",1,0.00563380281690141,0.00375586854460094,0.00147702707199349,0.00201523632193826,0.00292419337567236,30,11,2036501.82932535,4.03341736885282e-11,6.95393425348313e-11
"birnam",1,0,0,0,0.000938086303939962,0.000938086303939962,3,2,6,2.17322611037404e-11,2.17321597925609e-11
"bjouhier",1,0.00469483568075117,0.0028169014084507,2.87516433031407e-05,0.00201480550978363,0.00292374381964481,61,11,4379634.95598922,4.03341841979533e-11,6.95381308211879e-11
"bk2204",1,0,0,0,0.000938086303939962,0.000938086303939962,16,0,0,4.03388402736281e-11,2.17319571730358e-11
"bl4d32",1,0,0,0,0.000938086303939962,0.000938086303939962,0,0,0,0,0
"blaine",1,0.00563380281690141,0.00657276995305164,0.00191874740330285,0.0020147292790296,0.00292491616613524,211,69,17671357.4536067,4.03342378904639e-11,6.95394212120874e-11
"blakeembrey",1,0.0112676056338028,0.0262910798122066,0.00227118826962604,0.00201564061411743,0.00292924430997731,632,72,42225278.8896693,4.03342532154037e-11,6.95395181492882e-11
"blakmatrix",2,0.00845070422535211,0.0131455399061033,0.000673378534673479,0.00201607941649172,0.00292612965089762,59,68,12141689.5850932,4.03342165299249e-11,6.95407466338729e-11
"blazzy",7,0.00375586854460094,0.00187793427230047,8.28283810450478e-06,0.00201431011297159,0.00292334254712346,21,13,3182709.25656216,4.033408262768e-11,6.95393872846145e-11
"blobor",1,0,0,0,0.000938086303939962,0.000938086303939962,4,0,0,4.03350093187973e-11,2.17319571730358e-11
"blowery",1,0.000938967136150235,0.000938967136150235,0,0.00201432154245963,0.00291155435995013,26,16,1482133.53285905,4.03340620254113e-11,6.95394057184084e-11
"bluesmoon",2,0.00375586854460094,0.00469483568075117,0.000459267757348819,0.00201446632720229,0.00292448244898632,194,31,12442349.3563441,4.03341997733869e-11,6.9539399383604e-11
"bmeck",8,0.0272300469483568,0.00845070422535211,0.000823404424673139,0.00201645350323295,0.00292515717569895,156,12,3041758.47928018,4.03342602954648e-11,6.95394212797876e-11
"bminer",1,0.00187793427230047,0,0,0.00201849433589641,0.000938086303939962,26,3,886849.263833395,4.03340557132864e-11,6.95393617519886e-11
"bmizerany",2,0.0112676056338028,0.00187793427230047,0.000889695294963626,0.00201602598685892,0.00291157027956542,1064,16,61247475.4719989,4.03343361655032e-11,6.95393990160887e-11
"bnoordhuis",1911,0.102347417840376,0.00657276995305164,0.00665110583124947,0.00201720209334437,0.00291981609271033,1343,19,27337550.3024937,4.03343209478729e-11,6.95365469916658e-11
"bobrik",1,0.00657276995305164,0,0,0.00201858615572113,0.000938086303939962,109,2,8283437.96672828,4.03340660859958e-11,6.95379684824273e-11
"bogushevich",1,0,0,0,0.000938086303939962,0.000938086303939962,0,0,0,0,0
"bpasero",1,0.000938967136150235,0.0028169014084507,7.42490036509725e-06,0.00201349133726074,0.00292400871986075,93,0,0,4.03466117362363e-11,2.17319571730358e-11
"bpl",1,0,0,0,0.000938086303939962,0.000938086303939962,0,0,0,0,0
"bradleythughes",2,0,0,0,0.000938086303939962,0.000938086303939962,6,0,0,4.03356624145405e-11,2.17319571730358e-11
"brainfucker",1,0.0028169014084507,0.0028169014084507,2.93038713070083e-06,0.00201498467476445,0.00292575183580626,96,10,10035017.1769916,4.03342154757267e-11,6.95394820166234e-11
"brandon-beacher",3,0,0.000938967136150235,0,0.000938086303939962,0.00292788334652943,21,15,2676807.13660017,4.03339759887165e-11,6.95393670809555e-11
"brapse",1,0.000938967136150235,0.000938967136150235,0,0.00201342662525121,0.00291589890455291,38,7,2528689.63165471,4.033411926411e-11,6.95380323888381e-11
"brendanashworth",37,0.00563380281690141,0.00187793427230047,0.000139213503481634,0.0020140015658153,0.00292385619569246,62,14,9515514.86947575,4.0334177160217e-11,6.95395258768089e-11
"brettkiefer",1,0.0028169014084507,0.000938967136150235,5.75516573315682e-06,0.00201445489607115,0.00291404789983337,9,0,0,4.03353491723932e-11,2.17319571730358e-11
"bripkens",2,0.00187793427230047,0.000938967136150235,2.65427611848867e-06,0.00201281016648681,0.00292088114619216,49,35,5653918.88436109,4.03340513240833e-11,6.95394021012833e-11
"brodybits",1,0,0.000938967136150235,0,0.000938086303939962,0.00293238175480332,92,35,12492184.7603903,4.03340178080421e-11,6.95394065308108e-11
"bruston",2,0.000938967136150235,0,0,0.00201593439979102,0.000938086303939962,20,69,3091017.99651994,4.03340291535786e-11,6.95394691052012e-11
"brycebaril",1,0.0150234741784038,0.0103286384976526,0.00204645222854783,0.00201551854655564,0.00292575183580626,181,25,14475816.581633,4.03342783470288e-11,6.95394259124183e-11
"brycekahle",1,0,0,0,0.000938086303939962,0.000938086303939962,31,2,1078926.26198834,4.03341899146924e-11,6.95381171655928e-11
"bsnote",8,0.000938967136150235,0.00469483568075117,3.30518263253177e-07,0.00201189378712086,0.00292178665196171,9,9,408859.389745264,4.03340637108141e-11,6.95393499431554e-11
"bts",1,0,0.000938967136150235,0,0.000938086303939962,0.00291940789473684,29,16,2138430.82396553,4.03340931012672e-11,6.95393466161794e-11
"bzoz",12,0,0,0,0.000938086303939962,0.000938086303939962,0,0,0,0,0
"caitp",1,0.0103286384976526,0.0103286384976526,0.00113932263126368,0.00201574362012412,0.00292734414297534,773,165,110556759.750926,4.03342339827687e-11,6.95407363140309e-11
"calebboyd",1,0.000938967136150235,0.00751173708920188,0,0.00201188998645516,0.00292669253514779,17,35,2657229.56382068,4.03341484854524e-11,6.95394317152969e-11
"calvinmetcalf",14,0.0150234741784038,0.0131455399061033,0.00160678884469438,0.00201565205870942,0.00292604925653622,408,91,29402219.8468849,4.03342490571705e-11,6.95394735637517e-11
"camswords",1,0,0,0,0.000938086303939962,0.000938086303939962,5,1,98938,4.03349644323182e-11,2.17320584823261e-11
"cannona",1,0,0,0,0.000938086303939962,0.000938086303939962,3,3,246429.277888045,4.03338887485401e-11,6.95380837132758e-11
"carsonmcdonald",1,0.00469483568075117,0.0112676056338028,0.000214154531050817,0.00201464543186242,0.00292704645896088,243,30,17975926.8442996,4.03342327496162e-11,6.95395297454056e-11
"cb1kenobi",1,0.000938967136150235,0,0,0.00201593439979102,0.000938086303939962,64,5,4238477.56356112,4.03340616154485e-11,6.95379991687083e-11
"cdai2",1,0,0,0,0.000938086303939962,0.000938086303939962,0,0,0,0,0
"cdent",1,0.000938967136150235,0.00375586854460094,6.15567471241413e-06,0.00201255912482969,0.00292072894812621,83,91,35892904.2205671,4.03340850061176e-11,6.95406934678592e-11
"cesare",2,0.00187793427230047,0.00657276995305164,6.90403499578712e-05,0.00201227772833684,0.00292263657494436,86,107,11302450.6520425,4.03340362368147e-11,6.95394569094727e-11
"cha0s",1,0,0,0,0.000938086303939962,0.000938086303939962,18,9,2660595.97818829,4.03339856651014e-11,6.95380732491578e-11
"charlierudolph",1,0.000938967136150235,0,0,0.00201593439979102,0.000938086303939962,19,13,3057508.34898769,4.03339624567523e-11,6.95393669262124e-11
"charmander",1,0,0.0028169014084507,0,0.000938086303939962,0.00293134057223071,13,11,1590059.39229137,4.03340013737819e-11,6.95392629679829e-11
"chilts",1,0.00657276995305164,0.0169014084507042,9.42411775816443e-05,0.00201471784491402,0.00292733609666531,113,5,4345735.36905643,4.03342653907676e-11,6.95394206511426e-11
"chinedufn",3,0.0028169014084507,0.0131455399061033,2.36296095439996e-06,0.00201522488206677,0.00292584828995843,43,29,2915504.95499819,4.03341700248723e-11,6.95394807883456e-11
"chisophugis",1,0.000938967136150235,0,0,0.00201593439979102,0.000938086303939962,12,3,99696.8561808874,4.03360772446147e-11,2.17322611037404e-11
"chjj",2,0.044131455399061,0.0244131455399061,0.00304297913305425,0.00201677425952192,0.00292830196979862,1161,24,52650642.5687746,4.03342924193209e-11,6.95394883030854e-11
"choonkeat",1,0.000938967136150235,0,0,0.0020165031374138,0.000938086303939962,108,12,6356085.43231235,4.03341919319826e-11,6.95394020432546e-11
"chrisJohn404",1,0,0,0,0.000938086303939962,0.000938086303939962,1,4,3,2.17320584823261e-11,2.17323624158644e-11
"chrisalley",1,0.000938967136150235,0,0,0.00201593439979102,0.000938086303939962,11,8,692908.473989589,4.03360695228783e-11,2.17327676738068e-11
"chrisdew",1,0.0028169014084507,0.00375586854460094,6.10361769396651e-05,0.00201396728863271,0.00292473945102778,17,12,842176.132079967,4.03341810711547e-11,6.9539478573577e-11
"chrisdickinson",39,0.047887323943662,0.0169014084507042,0.00288460019242182,0.00201682390949479,0.00292599298311166,646,53,23527767.1999833,4.03342931448983e-11,6.95394993189038e-11
"christopherfujino",1,0,0.000938967136150235,0,0.000938086303939962,0.00293331056460031,3,7,444323.67563517,4.03339175400667e-11,6.95393655431955e-11
"christopherwright",1,0,0,0,0.000938086303939962,0.000938086303939962,14,3,220222.150907481,4.0336230661454e-11,2.17322611037404e-11
"chrisyip",1,0.00187793427230047,0.00375586854460094,2.75777471848636e-07,0.00201333908032939,0.00292631457469521,101,38,5511296.13928268,4.03341028265135e-11,6.95394579249773e-11
"cistov",1,0.000938967136150235,0.0169014084507042,7.63730070755109e-07,0.00201188998645516,0.00292823755842728,14,40,2070480.88906146,4.03339859123797e-11,6.95394890091035e-11
"cjihrig",168,0.0215962441314554,0.0028169014084507,0.000740431383853653,0.0020153431003357,0.00292552680084717,215,12,16230617.5336328,4.0334211675408e-11,6.95406849953493e-11
"claudiorodriguez",12,0,0,0,0.000938086303939962,0.000938086303939962,15,0,0,4.03353880790833e-11,2.17319571730358e-11
"clehner",1,0.0028169014084507,0.0103286384976526,1.4006008095605e-05,0.0020147292790296,0.00292818925175829,112,62,17542076.6757027,4.03341805147734e-11,6.95407366912322e-11
"cloudhead",2,0.0450704225352113,0.00375586854460094,0.00214053339170136,0.00201682009017932,0.00292167443493719,2786,53,362398751.087872,4.03343514026673e-11,6.95393950991492e-11
"cnwzhjs",2,0,0,0,0.000938086303939962,0.000938086303939962,6,0,0,4.0334997868587e-11,2.17319571730358e-11
"codeforgeek",1,0.000938967136150235,0.00563380281690141,1.17089814986816e-07,0.00201188998645516,0.00292561520330965,102,46,11510156.2121356,4.03340753296851e-11,6.95394156993543e-11
"coderhaoxin",1,0.00845070422535211,0.00563380281690141,0.000200540555086362,0.0020134646906354,0.00292706254844082,180,3,3984986.90869804,4.0334114139561e-11,6.95393644406506e-11
"coltrane",2,0.000938967136150235,0.000938967136150235,0,0.00201342662525121,0.00291909582034815,2,3,345228.170155094,4.03339772706583e-11,6.95379914995533e-11
"connium",1,0,0,0,0.000938086303939962,0.000938086303939962,0,2,0,2.17319571730358e-11,6.95412192511011e-11
"connor4312",1,0.00375586854460094,0,0,0.00202309558319292,0.000938086303939962,70,3,7436011.55441912,4.0333964044537e-11,6.95380996415649e-11
"coolaj86",7,0.0103286384976526,0,0,0.00202332619627974,0.000938086303939962,387,3,202010.840027536,4.03761032515895e-11,2.17322611037404e-11
"cosmosgenius",1,0.000938967136150235,0.000938967136150235,0,0.00201188998645516,0.00292383211438361,10,22,1087033.79202332,4.03339755559799e-11,6.95394078267863e-11
"creationix",22,0.0910798122065728,0.0028169014084507,0.0126462954838766,0.00201758041905051,0.00292593671185155,3586,11,135558093.498405,4.03343640433727e-11,6.95393983971155e-11
"cscott",1,0.0028169014084507,0,0,0.00201924061384915,0.000938086303939962,69,2,99719.0719408156,4.03435805817956e-11,2.17321597925609e-11
"cskr",3,0.00375586854460094,0,0,0.00201874303391488,0.000938086303939962,40,0,0,4.03351868873689e-11,2.17319571730358e-11
"cusspvz",1,0.00938967136150235,0.431924882629108,0.123433878569546,0.00201405107936118,0.00293878226796727,4926,129908,12944848888.1337,4.03342393676444e-11,6.95420972829292e-11
"cxreg",2,0.00187793427230047,0.000938967136150235,0,0.00201374641921852,0.00291993617266282,30,2,1798311.98715643,4.03340328204625e-11,6.95393416644017e-11
"cynron",1,0,0,0,0.000938086303939962,0.000938086303939962,34,1,98949,4.03392108264065e-11,2.17320584823261e-11
"cyraxx",1,0,0,0,0.000938086303939962,0.000938086303939962,30,14,1088698,4.03443893432883e-11,2.17333755890603e-11
"d0k",3,0.000938967136150235,0.000938967136150235,0,0.000938967136150235,0.00292853548477574,40,15,3135344.67563897,4.03339974075667e-11,6.95380413732688e-11
"daguej",2,0.000938967136150235,0,0,0.00201593439979102,0.000938086303939962,12,0,0,4.03360563474487e-11,2.17319571730358e-11
"danbev",23,0.000938967136150235,0,0,0.00201572072899061,0.000938086303939962,30,8,3100611.86215133,4.03340260821164e-11,6.95393742474986e-11
"dandv",1,0.00187793427230047,0.00187793427230047,1.12026429926201e-07,0.00201262758452563,0.00292181871555203,290,15,17226681.6929419,4.03341497966884e-11,6.95393598757282e-11
"danielchatfield",2,0.000938967136150235,0.00845070422535211,2.05381834909695e-06,0.00201188998645516,0.0029253098356333,42,120,9737028.28265492,4.03341640185605e-11,6.9539446580342e-11
"danielgtaylor",2,0,0,0,0.000938086303939962,0.000938086303939962,163,13,10704978.4211938,4.03341003830002e-11,6.95393703692477e-11
"danielmoore",2,0.000938967136150235,0.00187793427230047,0,0.00201189378712086,0.00292246013517407,20,18,2421046.25600252,4.0334039962266e-11,6.95394230496652e-11
"dankohn",1,0.000938967136150235,0,0,0.00201593439979102,0.000938086303939962,5,6,796850.321945432,4.03339175140375e-11,6.95393067021634e-11
"danmilon",1,0.000938967136150235,0,0,0.0020185249415765,0.000938086303939962,12,1,98941,4.03360566826102e-11,2.17320584823261e-11
"dannycoates",1,0.0122065727699531,0.000938967136150235,1.2318125233232e-06,0.0020153926798667,0.00291570731226541,184,5,4044291.98416584,4.03342290534125e-11,6.95394641147202e-11
"dansondergaard",1,0.00187793427230047,0.00187793427230047,0.000640686222598751,0.00201344565776339,0.00291733664969224,17,21,2957986.44021452,4.03339963696483e-11,6.95393712300066e-11
"danyshaanan",2,0.000938967136150235,0.00657276995305164,0.000137519128680258,0.00201460732182075,0.00292510093658161,30,20,5347122.8979055,4.03341038416616e-11,6.95393873910005e-11
"darashi",1,0.00375586854460094,0.00469483568075117,0.00100066127889615,0.00201430630317107,0.00292510897060883,146,139,19005094.6254366,4.03341209072197e-11,6.9539433504518e-11
"daveboivin",1,0,0,0,0.000938086303939962,0.000938086303939962,1,2,2,2.17320584823261e-11,2.17321597925609e-11
"davedoesdev",1,0.00187793427230047,0,0,0.00201666732942119,0.000938086303939962,16,4,811928.279854985,4.03340666553887e-11,6.95380734135663e-11
"davepacheco",20,0.0187793427230047,0.00187793427230047,0.00079453849340392,0.00201683154816913,0.0029110768524289,194,3,4425917.3311901,4.03342646196393e-11,6.9539330445533e-11
"davglass",2,0.0272300469483568,0.0131455399061033,0.00389930535672174,0.00201633515466143,0.00292787529725494,720,101,62272200.8911096,4.03343216571827e-11,6.95394582151214e-11
"david-a-wheeler",1,0,0,0,0.000938086303939962,0.000938086303939962,31,0,0,4.03386046093193e-11,2.17319571730358e-11
"davidsklar",3,0,0,0,0.000938086303939962,0.000938086303939962,20,0,0,4.03381683657886e-11,2.17319571730358e-11
"dbkaplun",3,0.0028169014084507,0.028169014084507,0.000605958821361174,0.00201194699794838,0.00292887374491572,63,120,12985472.4716962,4.03341650532338e-11,6.95407303948727e-11
"dcposch",3,0.00375586854460094,0.00563380281690141,6.98866019190724e-05,0.00201539649377782,0.002925325906027,74,16,2433158.6138349,4.03341857109205e-11,6.9539450903489e-11
"dead-horse",1,0.0215962441314554,0.0291079812206573,0.00184878515776886,0.00201539649377782,0.0029293812816662,1926,50,56521494.3188113,4.03342213161153e-11,6.95394850437965e-11
"deanm",14,0.00187793427230047,0.00187793427230047,8.43128341672237e-06,0.00201525538867937,0.0029111484685719,200,0,0,4.03573189087832e-11,2.17319571730358e-11
"deedubs",2,0.0028169014084507,0.000938967136150235,0,0.00201590387261759,0.00292381606039808,74,20,3841040.51449018,4.03342129703795e-11,6.95393864141838e-11
"defunctzombie",5,0.0272300469483568,0.00938967136150235,0.00195029492162211,0.00201653368273961,0.00292787529725494,601,32,20915726.5377374,4.03342993659936e-11,6.95393832806333e-11
"delvedor",1,0.00187793427230047,0.0234741784037559,0.000375971314897666,0.00201429106411309,0.00292931682280521,34,60,3775896.11596169,4.03340307739052e-11,6.95407233827993e-11
"denzp",1,0,0,0,0.000938086303939962,0.000938086303939962,6,3,197885,4.03360114098295e-11,2.17322611037404e-11
"designfrontier",1,0.000938967136150235,0.000938967136150235,0,0.00201593439979102,0.000938967136150235,28,26,4616166.07307606,4.0333981519938e-11,6.95394468801575e-11
"detj",1,0.000938967136150235,0.00469483568075117,3.91642966970277e-07,0.00201189758780091,0.00292179466779332,11,20,909663.651294263,4.03339755397116e-11,6.95394100028645e-11
"devdazed",1,0.00187793427230047,0.00563380281690141,1.7769045887752e-05,0.00201393301261686,0.00292438608486486,33,19,2779939.65654047,4.03341290284131e-11,6.95381328908041e-11
"devongovett",1,0.0103286384976526,0.0197183098591549,0.000455516436763549,0.00201474071327497,0.0029274809370138,342,113,27168733.4054417,4.03342945960532e-11,6.95395172111537e-11
"dfabulich",2,0,0,0,0.000938086303939962,0.000938086303939962,30,0,0,4.03402518307387e-11,2.17319571730358e-11
"dguo",1,0.000938967136150235,0.00187793427230047,2.18033728305888e-06,0.00201188998645516,0.00292385619569246,8,28,1800175.90492874,4.03339623200987e-11,6.95381467108142e-11
"dhodder",1,0,0,0,0.000938086303939962,0.000938086303939962,0,0,0,0,0
"digitalsadhu",1,0.0028169014084507,0.0140845070422535,0.0015726104839362,0.00201192039218279,0.00292841469651725,32,35,7616965.2100087,4.03341668948223e-11,6.95406941352145e-11
"dimhotepus",1,0,0,0,0.000938086303939962,0.000938086303939962,0,0,0,0,0
"diosney",2,0.000938967136150235,0,0,0.00201593439979102,0.000938086303939962,13,4,395767,4.033659476551e-11,2.17323624158644e-11
"dirceu",3,0,0,0,0.000938086303939962,0.000938086303939962,38,9,604303.361533208,4.03417016373552e-11,2.1732868990654e-11
"diversario",1,0.00845070422535211,0.0187793427230047,0.00124764479975486,0.00201495036411004,0.00292855964362316,46,19,3131269.36916677,4.03342592445181e-11,6.95395021719917e-11
"dnakamura",2,0.00187793427230047,0,0,0.00201370453565675,0.000938086303939962,1,0,0,2.17320584823261e-11,2.17319571730358e-11
"dohse",1,0,0,0,0.000938086303939962,0.000938086303939962,17,10,1716462.56865811,4.0334037108798e-11,6.95393929811006e-11
"domenic",13,0.0741784037558685,0.0112676056338028,0.0124741116465931,0.00201709511787222,0.00292699014717401,2110,49,77560806.6494848,4.03343266939342e-11,6.95394323342707e-11
"dominictarr",3,0.0948356807511737,0.00938967136150235,0.00615908175154358,0.0020173281861473,0.00292844690574526,1660,16,36466699.2910781,4.03343227797145e-11,6.9539487490681e-11
"doortts",1,0.00187793427230047,0.00187793427230047,0,0.00201309932235107,0.00292391238695578,54,4,3758065.51240789,4.03339849655644e-11,6.95393510940571e-11
"doug-wade",2,0.000938967136150235,0.00187793427230047,0.000253727908898374,0.000938967136150235,0.0029411602255718,17,2,869236.47910529,4.03339616888893e-11,6.95393916174256e-11
"dougshamoo",1,0.000938967136150235,0.00187793427230047,0,0.00201189378712086,0.0029208170608627,76,384,41834298.2152394,4.03339591412760e-11,6.95407066795625e-11
"dpb587",1,0,0,0,0.000938086303939962,0.000938086303939962,11,2,197883,4.03365966203367e-11,2.17321597925609e-11
"drewfish",1,0.00187793427230047,0,0,0.00201654131921565,0.000938086303939962,33,7,832036.354361205,4.03341268679671e-11,6.95393693053885e-11
"drifkin",1,0,0,0,0.000938086303939962,0.000938086303939962,4,1,86.3520602328587,4.03349889954106e-11,2.17320584823261e-11
"drywolf",1,0,0,0,0.000938086303939962,0.000938086303939962,9,0,0,4.03356628473134e-11,2.17319571730358e-11
"dscape",1,0.0356807511737089,0,0,0.00202076166586658,0.000938086303939962,472,2,12552949.6653066,4.03342936850142e-11,6.9539258664202e-11
"dschenkelman",1,0.000938967136150235,0,0,0.00201974226950758,0.000938086303939962,104,0,0,4.03417910595799e-11,2.17319571730358e-11
"dturing",2,0,0,0,0.000938086303939962,0.000938086303939962,6,0,0,4.03360114098295e-11,2.17319571730358e-11
"duanyao",1,0,0,0,0.000938086303939962,0.000938086303939962,6,1,129.353125081428,4.03363604762386e-11,2.17320584823261e-11
"e-jigsaw",1,0.0028169014084507,0.00375586854460094,1.48024126525583e-05,0.00201277973385949,0.00292555091007983,121,67,12527245.4183454,4.03341535742196e-11,6.95394515514775e-11
"eagleflo",1,0.000938967136150235,0,0,0.00201793212168983,0.000938086303939962,39,46,6482027.4987341,4.03340264725565e-11,6.95393461422788e-11
"eborden",1,0.000938967136150235,0,0,0.00201593439979102,0.000938086303939962,14,2,1377684.12308146,4.03340350297035e-11,6.95379626411087e-11
"ecto",1,0.0103286384976526,0.0028169014084507,0.000698117753708319,0.00201554143309727,0.00292526162551158,120,48,10948585.2060058,4.03342100583205e-11,6.95395088066309e-11
"eddyb",1,0.00187793427230047,0,0,0.00201805065780872,0.000938086303939962,101,2,169876.414805364,4.03581258708682e-11,2.17321597925609e-11
"edmorley",1,0.000938967136150235,0,0,0.00201593439979102,0.000938086303939962,18,6,1338690.79473347,4.0333985564238e-11,6.9538145163437e-11
"edsadr",1,0.0028169014084507,0.000938967136150235,0,0.00201344946430901,0.00292437805480806,82,1,10193.7012353903,4.03393055294367e-11,2.17320584823261e-11
"edumansky",1,0.000938967136150235,0,0,0.00201593439979102,0.000938086303939962,5,1,98939,4.0335354603121e-11,2.17320584823261e-11
"egirshov",2,0,0,0,0.000938086303939962,0.000938086303939962,4,2,98942.0361101017,4.03339453945819e-11,6.95381278038038e-11
"ehsan",2,0.00187793427230047,0,0,0.00201378830452261,0.000938086303939962,98,1,562.263231864753,4.03442140977303e-11,2.17320584823261e-11
"einaros",1,0.0103286384976526,0,0,0.00201954693882195,0.000938086303939962,156,0,0,4.03524080501448e-11,2.17319571730358e-11
"elarkin",3,0,0,0,0.000938086303939962,0.000938086303939962,4,2,442439.829027118,2.17323624158644e-11,6.95414392744328e-11
"eljefedelrodeodeljefe",15,0.00469483568075117,0.0253521126760563,0.000953571233662084,0.00201431011297159,0.00293055009039302,22,36,1474973.4822507,4.03340145511227e-11,6.95394443365612e-11
"emerleite",1,0.00375586854460094,0.0131455399061033,1.26285825495171e-06,0.00201463018767273,0.00292730391186754,251,71,23519289.4280898,4.03342018199614e-11,6.95394905371976e-11
"emilyaviva",1,0,0,0,0.000938086303939962,0.000938086303939962,34,13,4114493.56023032,4.03339191018187e-11,6.95393423027168e-11
"emilyrose",1,0.0225352112676056,0.0413145539906103,0.00551511103790103,0.00201638860068311,0.00292994541773043,333,172,34470734.0427661,4.03342796973177e-11,6.95395520575457e-11
"enaqx",3,0,0,0,0.000938086303939962,0.000938086303939962,379,0,0,4.03945969045808e-11,2.17319571730358e-11
"entertainyou",2,0.000938967136150235,0.0028169014084507,0,0.00201188998645516,0.00292424957989654,14,9,850054.490662472,4.03339755657408e-11,6.9539309903407e-11
"erikcorry",1,0.00469483568075117,0.00375586854460094,0.000710707424513775,0.00201529733677984,0.00292068889863975,9,0,0,4.03348190017883e-11,2.17319571730358e-11
"erikdubbelboer",4,0.00187793427230047,0,0,0.00201874686051691,0.000938086303939962,70,4,198589.177041996,4.03449265644709e-11,2.17323624158644e-11
"erinspice",1,0.0028169014084507,0,0,0.00201925209935858,0.000938086303939962,39,11,3480637.4589279,4.03341462892138e-11,6.9539394393133e-11
"errordeveloper",1,0.00187793427230047,0.0366197183098592,0.0180072246847884,0.00201429106411309,0.00293424804727859,168,963,115394081.901208,4.03341412525074e-11,6.95407863947924e-11
"estliberitas",18,0.00375586854460094,0.00563380281690141,0.000774998747498333,0.00201378068888317,0.00293120341726025,31,8,2076510.70314478,4.03339934706352e-11,6.95393697792894e-11
"etlovett",4,0.000938967136150235,0.00187793427230047,8.82487909915634e-07,0.00200974869649398,0.00291376088556444,7,24,3021519.6296853,4.03339465789121e-11,6.95393072147492e-11
"euank",1,0,0,0,0.000938086303939962,0.000938086303939962,52,25,9122284.34405266,4.03340141379072e-11,6.95406868233222e-11
"eugeneo",27,0,0,0,0.000938086303939962,0.000938086303939962,6,0,0,4.03353344030337e-11,2.17319571730358e-11
"euoia",1,0,0.0028169014084507,0,0.000938086303939962,0.00293544501622075,29,10,3103068.18210712,4.03339925270732e-11,6.9539400931037e-11
"evanderkoogh",1,0,0,0,0.000938086303939962,0.000938086303939962,3,0,0,4.03342664644906e-11,2.17319571730358e-11
"evanlucas",97,0.0112676056338028,0.0300469483568075,0.00375081838981068,0.00201437107173998,0.00293155036348472,100,28,7251291.40939604,4.03340896426076e-11,6.95395090774325e-11
"evansolomon",1,0.000938967136150235,0.00187793427230047,0.000641568710508666,0.000938967136150235,0.00293239790299132,151,76,18471233.4782976,4.03341798054685e-11,6.95394129623311e-11
"evantorrie",1,0.000938967136150235,0,0,0.00201653368273961,0.000938086303939962,4,0,0,4.03346667377607e-11,2.17319571730358e-11
"eversojk",2,0.000938967136150235,0,0,0.00201593439979102,0.000938086303939962,5,7,1029827.89515068,4.0333917611647e-11,6.95393658526818e-11
"evlun",3,0.00187793427230047,0.0028169014084507,1.28165434499179e-05,0.00201261237085737,0.00292193896028358,7,15,179275.828214244,4.03340263847074e-11,6.95393845572649e-11
